id,category,topic,difficulty,source,created_at,question,answer
4127,developer,benefits,easy,seed://data_engineering_llm/jsonl,2025-01-04,New to ShopNest: How do I set up webhooks in ShopNest?,Schedule recurring exports in Reports → Schedules and target **Zapier** via connector.
4128,security_compliance,sso,medium,seed://security_compliance/dlp,2025-04-27,"FYI, How do I add a new user with the admin role?",Open Billing → Plans and click **Change plan**. You can switch between Education tiers at any time; proration is applied automatically.
4129,security_compliance,validation,easy,seed://it_support/vpn,2025-09-09,Could you help me with this—Is my data stored in the Canada region?,"Use Import → Upload and select **NDJSON**. Map fields, run a preview, and start the import; invalid rows are reported."
4130,hr_policy,encryption,easy,seed://data_engineering_llm/tokenization,2025-07-14,Could you help me with this—How do I roll back to a previous version of my data?,Open Billing → Plans and click **Change plan**. You can switch between Pro tiers at any time; proration is applied automatically.
4131,it_support,leave,easy,seed://product_faq/dashboards,2025-04-28,"In simple terms, How can I filter reports for the last 30 days?","Use the date picker to select **last quarter** or create a custom range, then refresh your report."
4132,developer,dlp,easy,seed://developer/pagination,2025-05-01,Could you help me with this—Can I change my AcmeCloud Enterprise plan?,Open Billing → Address and update your details. Changes apply to future invoices only.
4133,it_support,mfa,easy,seed://it_support/vpn,2025-05-22,New to EduTrack: How do I roll back to a previous version of my data?,This is usually caused by a validation error. Check the status page and your request logs; retry with exponential backoff.
4134,security_compliance,ratelimits,easy,seed://data_engineering_llm/validation,2025-06-10,"In simple terms, How long does it take to process imports?",You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
4135,it_support,pto,easy,seed://product_faq/exports,2025-07-24,Quick question: How do I set up webhooks in ShopNest?,"Yes. By default, data is hosted in US. Contact support to request a region change."
4136,developer,vpn,medium,seed://product_faq/scheduling,2025-06-08,Sorry if this is basic—How do I set up SSO with Microsoft login?,Open Billing → Plans and click **Change plan**. You can switch between Starter tiers at any time; proration is applied automatically.
4137,developer,ratelimits,medium,seed://it_support/passwords,2025-03-23,"In simple terms, Can I schedule exports to Salesforce?",This is usually caused by a 500 error. Check the status page and your request logs; retry with exponential backoff.
4138,hr_policy,leave,easy,seed://hr_policy/benefits,2024-12-29,"In simple terms, How do I add a new user with the billing admin role?",Yes. Visit Integrations and connect **HubSpot**. You may need admin permissions in both systems.
4139,it_support,device,advanced,seed://data_engineering_llm/tokenization,2025-06-06,New to AcmeCloud: What are the AcmeCloud rate limits for the dashboard?,Imports typically complete within 5 business days. Large files or validation errors can take longer.
4140,data_engineering_llm,dlp,advanced,seed://developer/webhooks,2025-06-10,Sorry if this is basic—How do I cancel my subscription to BrightMail?,Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
4141,data_engineering_llm,dlp,medium,seed://developer/pagination,2025-07-20,Could you help me with this—Does ShopNest integrate with Zapier?,Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
4142,developer,filters,easy,seed://it_support/wifi,2024-11-21,New to TaskFlow: How do I roll back to a previous version of my data?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
4143,it_support,workspaces,easy,seed://developer/sdk,2025-10-15,Could you help me with this—Why am I getting a 500 error when using the web app?,"The current max upload size is **5 MB** per file. For larger data, use the bulk import API."
4144,security_compliance,vpn,medium,seed://data_engineering_llm/fewshot,2025-03-07,"FYI, Where can I find my API key in TripPilot?","The current max upload size is **50 MB** per file. For larger data, use the bulk import API."
4145,it_support,chunking,advanced,seed://developer/sdk,2025-10-17,What is the max upload size for Parquet files?,"Use the date picker to select **last quarter** or create a custom range, then refresh your report."
4146,developer,ratelimits,easy,seed://hr_policy/reimbursement,2025-01-10,New to SecureID: How do I roll back to a previous version of my data?,"Under Settings → Authentication, choose **Google login** and upload your IdP metadata. Test in a sandbox first."
4147,security_compliance,rag,advanced,seed://developer/pagination,2025-03-12,How do I resolve duplicate records after import?,Yes. Visit Integrations and connect **Microsoft Teams**. You may need admin permissions in both systems.
4148,security_compliance,holidays,advanced,seed://developer/webhooks,2025-04-15,Sorry if this is basic—Can I change my AcmeCloud Enterprise plan?,Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
4149,security_compliance,api,medium,seed://product_faq/exports,2025-10-10,Quick question: How do I set up SSO with Microsoft login?,"For the API, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
4150,security_compliance,dlp,easy,seed://product_faq/workspaces,2024-12-02,Sorry if this is basic—What is the max upload size for NDJSON files?,This is usually caused by a 401 unauthorized. Check the status page and your request logs; retry with exponential backoff.
4151,hr_policy,mfa,easy,seed://developer/sdk,2025-04-25,"FYI, Does BrightMail integrate with Slack?",Imports typically complete within 7 days. Large files or validation errors can take longer.
4152,security_compliance,holidays,medium,seed://security_compliance/phishing,2025-01-31,New to EduTrack: How do I add a new user with the owner role?,This is usually caused by a validation error. Check the status page and your request logs; retry with exponential backoff.
4153,hr_policy,exports,easy,seed://developer/ratelimits,2024-12-29,"FYI, How can I export my data as PDF?","For the dashboard, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
4154,it_support,passwords,medium,seed://hr_policy/holidays,2024-11-29,"In simple terms, Why was my account locked for suspicious activity?","Use Import → Upload and select **CSV**. Map fields, run a preview, and start the import; invalid rows are reported."
4155,security_compliance,pagination,easy,seed://it_support/device,2024-12-18,New to AcmeCloud: How do I enable two‑factor authentication via phone call?,"Use Import → Upload and select **CSV**. Map fields, run a preview, and start the import; invalid rows are reported."
4156,it_support,ratelimits,easy,seed://security_compliance/phishing,2025-02-07,Could you help me with this—Can I schedule exports to Make?,Imports typically complete within 48 hours. Large files or validation errors can take longer.
4157,data_engineering_llm,encryption,easy,seed://security_compliance/pii,2025-08-06,Quick question: Can I change my AcmeCloud Education plan?,Enable 2FA in Settings → Security. Choose **email** and follow the verification steps.
4158,developer,fewshot,easy,seed://product_faq/roles,2025-10-24,How do I reset my BrightMail password?,Open Billing → Plans and click **Change plan**. You can switch between Pro tiers at any time; proration is applied automatically.
4159,hr_policy,payroll,easy,seed://developer/ratelimits,2025-09-01,New to SecureID: How can I filter reports for the YTD?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
4160,product_faq,wifi,medium,seed://data_engineering_llm/rag,2025-09-19,Quick question: What is the max upload size for CSV files?,"Go to Settings → Security and choose **Reset Password**. If you sign in via SSO (SAML), reset through your identity provider instead."
